Priority Tier,Contact Quality,Business Name,Category,Phone Number,Status,AI Receptionist,Appointment Scheduled?,Call Attempts,Notes,Last Contacted
Tier 2 - Medium Priority,Complete,G&W Roofing,Roofing Contractor,(904) 246-1234,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Complete,Hagerty Construction & Roofing,Roofing Contractor,(904) 992-9960,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Complete,Hurst & Hurst Roofing,Roofing Contractor,(904) 686-7014,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Complete,Jack C. Wilson Roofing Co,Roofing Contractor,(904) 396-1546,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Complete,Jacksonville Roofing USA,Roofing Contractor,(904) 822-4402,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Complete,Janney Roofing,Roofing Contractor,(904) 799-1365,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Phone Only,K&D Roofing,Roofing Contractor,(904) 541-1700,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Phone Only,K&G Roofing,Roofing Contractor,(904) 388-1234,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Complete,Prime Roofing,Roofing Contractor,(904) 530-1446,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Complete,Quality Discount Roofing & Construction,Roofing Contractor,(904) 396-5000,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Complete,"READY ROOFING, LLC",Roofing Contractor,(904) 404-9849,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Complete,Reliant Roofing,Roofing Contractor,(904) 657-0880,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Complete,"Reliant Roofing, Solar & Hurricane Shutters",Roofing Contractor,(904) 657-0880,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Phone Only,"Ron Russell Roofing, Inc.",Roofing Contractor,(904) 714-1907,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Complete,Roof Revolution,Roofing Contractor,(904) 299-1910,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Complete,SPC Roofers,Roofing Contractor,(904) 647-5945,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Complete,Schultz Roofing Co.,Roofing Contractor,(904) 246-2315,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Complete,Southern Coast Roofing,Roofing Contractor,(904) 356-7663,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Complete,Steel Rudder Roofing,Roofing Contractor,(904) 699-4573,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Complete,Stonebridge Roofing,Roofing Contractor,(904) 262-6636,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Complete,StormForce of Jacksonville,Roofing Contractor,(904) 895-1763,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Complete,Tecta America,Roofing Contractor,(904) 353-2400,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Complete,The Roofing Company Inc.,Roofing Contractor,(904) 800-3751,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Complete,Townsend Roofing,Roofing Contractor,(904) 645-5887,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Complete,Trinity Restoration & Roofing,Roofing Contractor,904-763-2006,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Phone Only,Triton Roofing & Restoration,Roofing Contractor,(904) 619-8212,Haven't Called,,,,,3/27/2026
Tier 2 - Medium Priority,Complete,Universal Roof & Contracting,Roofing Contractor,(904) 753-8326,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Abacus Accounting,CPA / Accounting Firm,(904) 388-1440,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,"Avery Accounting, LLC",CPA / Accounting Firm,(904) 993-0927,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,BDO Jacksonville,CPA / Accounting Firm,(904) 396-4015,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Brock CPA,CPA / Accounting Firm,(904) 330-0268,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,"CRI Jacksonville - Carr, Riggs & Ingram",CPA / Accounting Firm,904.356.6023,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,"Calibra CPA Tax & Accounting, P.A.",CPA / Accounting Firm,904-737-7756,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,D'Arienzo Accounting,CPA / Accounting Firm,(904) 334-4638,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,DGPerry CPAs + Advisors,CPA / Accounting Firm,(904) 269-7077,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,"Debbie's Accounting Service, Inc",CPA / Accounting Firm,(904) 733-4547,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Emerald Tax & Accounting,CPA / Accounting Firm,904-604-6944,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Ennis Pellum & Associates,CPA / Accounting Firm,(904) 396-5965,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,"Ennis, Pellum & Associates, CPAs",CPA / Accounting Firm,904-396-5965,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,GunnChamberlain P.L.,CPA / Accounting Firm,(904) 298-2121,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Harbour CPA,CPA / Accounting Firm,(904) 712-4113,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,"Hartman, Blitch & Gartside",CPA / Accounting Firm,(904) 396-9802,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Jax Tax Pro,CPA / Accounting Firm,(904) 384-8299,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Johnson & Company,CPA / Accounting Firm,904-632-2160,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,"Keith E. Johnson CPA, PA",CPA / Accounting Firm,(904) 551-1208,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,LBA Haynes Strand,CPA / Accounting Firm,(904) 396-4085,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,M.A. Montes CPA,CPA / Accounting Firm,(904) 805-0066,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Master Tax & Accounting,CPA / Accounting Firm,(904) 745-9800,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Mastermind CPA,CPA / Accounting Firm,(904) 555-0199,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,"Masters, Smith & Wisby, P.A.",CPA / Accounting Firm,(904) 396-2202,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Ned Jackson Tax,CPA / Accounting Firm,(904)356-0349,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Patrick & Raines CPAs,CPA / Accounting Firm,(904) 396-5400,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Pivotal Tax,CPA / Accounting Firm,(904) 555-1234,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Portnoy CPA,CPA / Accounting Firm,(904) 731-8005,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,"Richard Rust, C.P.A., P.A.",CPA / Accounting Firm,904-496-0050,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Shilts CPA,CPA / Accounting Firm,(844) 850-6166,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,"Sizemore & Associates, CPA's PLLC",CPA / Accounting Firm,(904) 334-4651,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Small Business Group Inc,CPA / Accounting Firm,(904) 731-2221,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Smith & Smith CPA,CPA / Accounting Firm,(904) 725-3760,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Smoak Davis & Nixon,CPA / Accounting Firm,(904) 396-2611,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,"Stevens, Powell & Company, P.A.",CPA / Accounting Firm,(904) 448-9791,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,The Griggs Group,CPA / Accounting Firm,(904) 880-1200,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Thomas & Thomas CPAs,CPA / Accounting Firm,(904) 264-5040,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,"Wheeler & Associates, CPA, PA",CPA / Accounting Firm,(904) 363-1099,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,"Wilkinson, Garrard & Clements, CPAs",CPA / Accounting Firm,904-470-4010,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Williams & Co,CPA / Accounting Firm,(904) 398-3560,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Wilmoth & Associates,CPA / Accounting Firm,(904) 398-1002,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Winn Accounting,CPA / Accounting Firm,(904) 840-5281,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,ACON Construction,General Contractor,(904) 388-3333,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,All Weather Contractors,General Contractor,(904) 781-7060,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Amerson Construction Group,General Contractor,904-835-1975,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,"Anderson Restoration & Emergency Services, LLC.",General Contractor,(904) 827-9919,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Anew Property Investments,General Contractor,(904) 458-5425,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Ash Properties GC,General Contractor,(904) 992-9000,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Atlantic Coast Construction Group Inc,General Contractor,(904) 607-2009,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Auld & White Constructors,General Contractor,904-296-2555,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Aurora Builders,General Contractor,904-246-5400,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,"BRI Builders, Inc.",General Contractor,(904) 551-6908,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Beachside Enterprise LLC,General Contractor,(904) 466-5587,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Benchmark Commercial,General Contractor,(904) 739-1662,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,C C Borden Construction,General Contractor,(904) 730-8919,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Capital Builds,General Contractor,(904) 903-6055,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Center Morales Construction,General Contractor,(904) 744-2440,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Charles Perry Partners,General Contractor,(904) 497-2637,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Coastal Construction,General Contractor,(904) 241-1000,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Coker Corporation,General Contractor,(904) 518-8705,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Cortex,General Contractor,(904) 731-3552,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Dana B. Kenyon Company,General Contractor,(904) 731-1550,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,"David Wesley's Patio Rooms, Inc.",General Contractor,(904) 998-0300,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,E.V. Guild,General Contractor,(904) 355-5555,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Elkins Construction,General Contractor,(904) 355-1200,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Emerald C’s Development,General Contractor,(904) 356-9121,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Fickling Construction,General Contractor,(904) 241-1151,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,General Construction Services,General Contractor,(904) 642-3232,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Golden Dreams Renovations,General Contractor,(904) 300-2446,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,"Harvest Construction and Remodeling, Inc",General Contractor,(904) 239-6171,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Heritage Construction,General Contractor,(904) 398-4444,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,"Interior Buildouts, Inc.",General Contractor,(904) 252-4905,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,JW Contracting & Management,General Contractor,(785) 840-8877,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Kendale Construction,General Contractor,(904) 733-1466,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Kendale Design/Build,General Contractor,(904) 384-8611,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Kitchen Design Gallery,General Contractor,(904) 721-0310,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Legacy Renovations,General Contractor,(904) 594-1888,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Leon Painting and Remodeling LLC,General Contractor,(904) 288-1701,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Marand Builders,General Contractor,(904) 743-1555,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Masline Construction LLC,General Contractor,(904) 707-3508,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Morales Construction,General Contractor,(904) 744-2440,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Opus Group Jacksonville,General Contractor,(904) 642-1211,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,"Poag Brothers General Contracting & Roofing, Inc.",General Contractor,(904) 379-5356,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Premier Home Pros LLC,General Contractor,(855) 209-7818,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,RG Munguia Services LLC,General Contractor,(218) 671-2586,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,River City Contractors,General Contractor,(904) 354-1424,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,S&L All Construction LLC,General Contractor,786-457-8291,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Smarter Remodeling,General Contractor,904-647-2340,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Summit Roofing & Solar,General Contractor,(904) 723-4950,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Tenant Contractors,General Contractor,(904) 737-1833,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,The Angelo Group,General Contractor,(904) 246-0686,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,The Handyman Company,General Contractor,(904) 567-8333,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,The Handyman Company (Jacksonville),General Contractor,(904) 567-8333,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,"The Revered Group Of America, LLC",General Contractor,(904) 591-2855,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Urban Green Energy LLC,General Contractor,(904) 452-6557,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,World Construction Inc,General Contractor,(904) 717-1729,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,alteredFLIP,General Contractor,(866) 904-7434,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Arlington Green Mowers,Landscaping / Lawn Care,904-717-0803,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,B&B Landscaping,Landscaping / Lawn Care,(904) 388-1551,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Beautiful Blooms,Landscaping / Lawn Care,(904) 744-8686,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Beautiful Blooms Landscaping,Landscaping / Lawn Care,(904) 744-8686,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Big Ben's Tree Service,Landscaping / Lawn Care,(904) 641-1131,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,BrightView,Landscaping / Lawn Care,844-235-7778,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,BrightView Landscapes Jacksonville,Landscaping / Lawn Care,(904) 292-1234,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,C & L Landscape,Landscaping / Lawn Care,(904) 353-6620,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,C&C Landscaping,Landscaping / Lawn Care,(904) 743-1221,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Coastal Lawn & Landscaping,Landscaping / Lawn Care,(904) 241-1111,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Coastal Serenity Landscapes,Landscaping / Lawn Care,904-385-3540,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Coconut Grove Landscape & Design,Landscaping / Lawn Care,(904) 868-6835,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Distinctive Landscaping,Landscaping / Lawn Care,(904) 246-1234,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Eagerton Tree Service,Landscaping / Lawn Care,(904) 823-3090,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Earth Works,Landscaping / Lawn Care,904-996-0712,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Earth Works Pro,Landscaping / Lawn Care,(904) 996-0712,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Earth Works of Jacksonville,Landscaping / Lawn Care,(904) 996-0712,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Elite Landscaping Services,Landscaping / Lawn Care,(904) 389-1234,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,First Coast Lawn Care,Landscaping / Lawn Care,(904) 241-1234,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Greenline Landscaping,Landscaping / Lawn Care,(904) 733-1234,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Ground Level Landscaping,Landscaping / Lawn Care,(904) 724-4444,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Hamilton Tree Service,Landscaping / Lawn Care,904-559-9149,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,J.B. Landscape,Landscaping / Lawn Care,(904) 646-1234,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Jacksonville Sod Masters,Landscaping / Lawn Care,(904) 593-4097,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Jax Landscaping,Landscaping / Lawn Care,(904) 642-1234,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Lawn Master,Landscaping / Lawn Care,(904) 249-1111,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Mario's Landscaping JAX,Landscaping / Lawn Care,(904) 520-1158,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,McDaniel's Lawn Care and Landscaping,Landscaping / Lawn Care,904-894-9940,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,McDaniel's Lawncare & Landscaping,Landscaping / Lawn Care,(904) 894-9940,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Mitchell's Tree Service,Landscaping / Lawn Care,(904) 627-0449,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Oasis Landscape Services,Landscaping / Lawn Care,(904) 744-1234,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,"Prime Cuts 904, LLC",Landscaping / Lawn Care,(904) 859-7955,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Pro Master Lawn & Tree,Landscaping / Lawn Care,(904) 591-6691,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Quill's Tree Services LLC,Landscaping / Lawn Care,+1.9047881185,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Rockaway Inc.,Landscaping / Lawn Care,(904) 853-6572,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Ruppert Landscape,Landscaping / Lawn Care,(904) 778-1030,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Scapes of North Florida,Landscaping / Lawn Care,(904) 241-1994,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Serene Settings of North Florida,Landscaping / Lawn Care,(904) 683-1563,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Southside Outdoor Services LLC,Landscaping / Lawn Care,904.629.1167,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Sun State Nursery,Landscaping / Lawn Care,(904) 725-1234,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Sunrise Landscape,Landscaping / Lawn Care,(904) 744-1422,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,THE LAWN LORD Property Maintenance & Lawn Care,Landscaping / Lawn Care,833-900-LAWN,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,TLC Total Lawn Care,Landscaping / Lawn Care,(904) 771-8889,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,The Grounds Guys,Landscaping / Lawn Care,(904) 447-5422,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,The Sod Lot,Landscaping / Lawn Care,904-777-3692,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Tri-County Lawn & Landscaping Services LLC,Landscaping / Lawn Care,904-260-6505,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Trim All Lawn Service,Landscaping / Lawn Care,(904) 261-1234,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Trutco,Landscaping / Lawn Care,(904) 303-7285,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,U.S. Lawns of Jacksonville,Landscaping / Lawn Care,(904) 722-1234,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Wacca Pilatka,Landscaping / Lawn Care,(904) 315-8519,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,A.R. Bailey Homes,Residential Home Builder,(904) 724-1234,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,AR Homes,Residential Home Builder,(904) 880-5500,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Ashley Homes,Residential Home Builder,(904) 861-6109,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Aurora Custom Homes,Residential Home Builder,(904) 262-1234,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Benchmark Custom Homes,Residential Home Builder,(904) 744-1234,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,C.G. Chase Construction,Residential Home Builder,(904) 353-1234,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Collier Homes,Residential Home Builder,(904) 388-1234,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Collins Builders,Residential Home Builder,(904) 268-2511,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Corner Lot,Residential Home Builder,(904) 353-1234,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Cornerstone Homes,Residential Home Builder,(904) 733-1234,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,D.S. Ware Homes,Residential Home Builder,(904) 389-1440,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Dostie Homes,Residential Home Builder,(904) 368-1221,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Dream Finders Homes,Residential Home Builder,(888) 214-1164,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Drees Homes,Residential Home Builder,(904) 399-2501,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Elizabeth Evans Custom Homes,Residential Home Builder,904-420-8844,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Envision Custom Homes,Residential Home Builder,(904) 712-3141,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Gifford Homes,Residential Home Builder,(904) 717-0028,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Glenn Layton Homes,Residential Home Builder,(904) 280-9285,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,ICI Homes,Residential Home Builder,(904) 302-6012,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,J.A. Long Design Builders,Residential Home Builder,(904) 262-2550,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,John Merrill Homes,Residential Home Builder,(904) 626-5100,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Landon Homes,Residential Home Builder,(904) 567-3430,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Legacy Builders of North Florida,Residential Home Builder,(904) 880-0648,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,MasterCraft Builder Group,Residential Home Builder,(904) 274-2773,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Mattamy Homes Jacksonville,Residential Home Builder,(904) 273-0388,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,North Florida Builders,Residential Home Builder,(904) 642-1234,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Providence Homes,Residential Home Builder,(904) 886-9040,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Richard R. Dostie,Residential Home Builder,(904) 241-1234,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Riverside Homes,Residential Home Builder,(904) 530-4720,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,SEDA New Homes,Residential Home Builder,(904) 724-7800,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Sedgwick Homes,Residential Home Builder,(904) 246-1234,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Phone Only,Solid Rock Custom Homes,Residential Home Builder,(904) 962-6210,Haven't Called,,,,,3/27/2026
Tier 3 - Low Priority,Complete,Starr Custom Homes,Residential Home Builder,(904) 612-6946,Haven't Called,,,,,3/27/2026
